id,data,label
8500,"Face au plan patronal de Macron les travailleurs doivent imposer un plan ouvrier de combat : contre le #chômage, répartition du travail entre tous, face à la vie chère augmentation des salaires et leur indexation sur le coût de la vie.  https://t.co/rJKn3By6Pg",
8501,"Le #planDeRelance de #Macron n'empêchera aucun #licenciement, mais il va poursuivre le gavage du grand capital, le détournement des caisses publiques au profit de la grande bourgeoisie, de la finance et de la spéculation.",
8502,"#14Juillet2020,  manifester c'est la #santé : les travailleurs ont toutes les raisons de ne pas se satisfaire des mesurettes du #Ségur, 90€ en septembre, puis 93 € en mars, ça ne fait pas le compte. Alors pour les 300€ pour tous et des moyens pour l'hôpital la lutte continue.",emploi
8503,"Face à la crise, le gvt sort un nouveau plan de #relance, encore de l'argent public mis à disposition du grand patronat. Commençons par empêcher les suppressions de postes annoncées par des entreprises riches à milliards ! Et pour cela, il faudra la mobilisation des travailleurs. https://t.co/GKbTg0xvIE",
8504,"Un #remaniement sans ambiguïté : Macron poursuivra sur son chemin, une politique dure aux travailleurs et aux plus pauvres, douce au grand patronat et aux plus riches. https://t.co/aNoj3m1APs",
8505,"Ils ne font même plus semblant: un premier #ministre de droite s'en va, un premier ministre de droite arrive... Qui correspond parfaitement au casting de loyal serviteur de la bourgeoisie. #Castex",autre
8506,#remaniement départ #EdouardPhilippe « lien de confiance historique »... c’était donc un éloge funèbre... Eh bien les travailleurs ne regretteront pas ce #PremierMinistre qui a très bien exécuté la politique antiouvriere de #Macron !,
8507,"Les #soignants, les travailleurs ont pallié l'incurie de l'État. Les responsables du chômage sont les capitalistes et le gvt. La lutte de classe c'est : qui doit payer la crise ?  Répartir le travail entre tous, travailler moins pour travailler tous.#LCI https://t.co/gqO0vT0cLI",
8508,https://t.co/smWlKZrvr0,delete
8509,Un malade du #COVID19 décédé qui n’avait pas de mutuelle laisse une facture d’hôpital de 7000 €. Injonction est faite à la famille de payer. La santé pour tous ? On en est loin ! Ignoble !,
8510,"#Sanofi, #Nokia, #Renault les trusts riches à milliards annoncent des milliers de licenciements. Aux plans patronaux opposons un plan ouvrier de lutte : répartition du travail entre tous, embauche massive dans les services publics, échelle mobile des salaires, contrôle ouvrier...",
8511,"Sur fond d'abstention populaire record, des politiciens  peinturlurés en #vert se bousculent au portillon pour prendre la place de notables discrédités, pendant que les riches possédants continuent eux à pousser toujours plus de  travailleurs vers le chômage. #Municipales",emploi
8512,"#ConventionCitoyenne #ConventionClimat : Macron en rajoute sur les déclarations d’intention sans conséquences, et enterre tout ce qui pourrait égratigner les profits capitalistes. Ce n'est plus un air de pipeau, c'est carrément un opéra !",
8513,#Sanofi 4 milliards versés aux actionnaires en 2020. 1000 suppressions d’emplois en France et 1700 en Europe ! Inacceptable ! La crise a bon dos. A bas la rapacité capitaliste ! Maintien de tous les emplois. Suppression de tous les dividendes.,
8514,"#chomagepartiel : tout bénéfice pour le patronat à qui l'Etat ouvre grand les caisses!  Les travailleurs voient eux leur salaire diminuer. Et, les  grandes fortunes peuvent continuer à licencier. Refusons cette arnaque !",emploi
8515,#BFMTV #RMC : vive la grève des travailleurs des #médias. Les travailleurs n'ont pas a faire les frais des choix stratégiques de milliardaires comme #Drahi ...,
8516,"#ICantBreath, je ne peux plus respirer : #GeorgesFloyd  #CedricChouviat. Aux USA comme en France,  le mépris social de la #police tue.  Dans cette société gangrenée par les inégalités il faut se battre pour que la vie des pauvres et des opprimés compte  https://t.co/JnJ8DeANPE",
8517,"Hors d'une lutte massive et résolue, point de salut pour les travailleurs ! #crise #capitalisme https://t.co/zlciBHP7QE",delete
8518,"Le patronat destructeur d'emploi use de l'arme de la division contre les travailleurs. CDD, CDI, #intérimaire, sous-traitant, français, étranger, une seule classe ouvrière. Lutter ensemble pour les #emplois, les salaires, contrôle des travailleurs sur les agissements du patronat",
8519,"Gavés de milliards d'argent public et de profit, les #capitalistes mènent la guerre aux travailleurs : #licencier les uns, surexploiter les autres, à cette logique patronale les travailleurs doivent opposer le partage du travail entre tous sans aucune diminution de #salaire.",
8520,#oxfam le #pdg de #Carrefour gagne en un JOUR plus qu’une caissière ou un manutentionnaire en un AN !,delete
8521,"Champion le #pdg de #carrefour ! D’après les chiffres #Oxfam en 2018, il s’est versé 413 fois le salaire moyen de son entreprise et a assuré le dividende aux #actionnaires cette année ! S’en souvenir quand il pleurera la bouche pleine pour justifier des suppressions d’emplois !",
8522,"#MarcheDesSolidarités : de belles démonstrations ! Dans tout le pays, des travailleurs #sanspapiers manifestent pour exiger leur régularisation, pour des papiers pour tous ! Travailleurs immigrés, travailleurs français, même patron, même État, alors mêmes droits et même combat ! https://t.co/LuEMySollZ",
8523,"#ConventionClimat : #pollueurs et asphyxieurs capitalistes ne seront pas inquiétés. Pour la diminution du temps de travail à 28h, sans baisse de salaire, pour la hausse de 20 % du SMIC... pour la sauvegarde de la planète il faudra s'affronter au pouvoir de la bourgeoisie.",ecologie
8524,#racisme Ce soir débats télés sur une prétendue « guerre des races ». Ils ne supportent même plus que l’on dise que les #Noirs sont discriminés !  Les riches sont de plus en plus riches et les reacs de plus en plus reacs !,autre
8525,"Total Soutien à #Farida brutalement arrêtée. Oui, il y a de quoi être révolté ! Blabla à #Segur et matraque dans la rue. Voilà comment le gouvernement traite les #hospitaliers ! https://t.co/3KtDCnorJ9",
8526,"Le gouvernement a débloqué des milliards en quelques jours pour sauver les entreprises ; pour l'hôpital, toujours rien ! C'est scandaleux ! On ne veut plus de cette société où il y a de l'argent pour les financiers, mais pas pour les besoins de la population ! #16juin https://t.co/bfDK7fQtLb",emploi
8527,"Bcp de monde à la #manifestation de la santé à #Ségur : du fric pour la #santé, pas pour les financiers ! https://t.co/hu4i3sgMGk",
8528,"#Manifestons aujourd'hui, #16juin : pour l’ #hopital, faire payer le capital ! Dans la rue au côté des travailleuses et travailleurs de la #Sante. Les conditions de travail, l'augmentation des salaires, l'embauche... Un combat de tous les travailleurs  https://t.co/KiOqVqkwyC",
8529,"La domination de la bourgeoisie perpétue injustices, oppressions #raciales et sociales. Les travailleurs ont un rôle essentiel à jouer dans la période, pour sauver leurs conditions d’existence et offrir une issue aux protestations actuelles. #crise  https://t.co/BaPKGxaV9b",justice
8530,"Intérimaires transformés en itinérants de l'industrie,  attaque sur les congés, temps de travail rallongé... L'offensive de la bourgeoisie est lancée. #16juin des travailleurs seront dans la rue, au-delà des #hospitaliers, c'est ce chemin,  celui des luttes qu'il faudra prendre.",
8531,"Pensée émue après la disparition de #MauriceRajfus, survivant de la Rafle du Vel d'Hiv, combattant infatigable contre toutes les oppressions coloniales, racistes, policières, contre toutes les injustices de cette société. Au-revoir camarade.",
8532,"#JusticePourAdama : de nouveau une foule nombreuse, jeune et révoltée, pour dénoncer les #ViolencesPolicieres et le #racisme. Cette légitime colère devra se tourner contre cette société qui produit toute cette pourriture, contre le capitalisme ! https://t.co/u5R0Iq4kgi",autre
8533,"#PSAHordain: intérimaires sacrifiés, travailleurs de Pologne et d'autres pays d'Europe surexploités. La logique capitaliste c'est la mise en concurrence, la division des travailleurs. Une seule classe ouvrière, prolétaires de tous les pays unissons-nous! https://t.co/LUX9gHlb6h",
8534,"Après le #déboulonnage des #esclavagistes, à quand le déboulonnage du #capitalisme ?",
8535,Idée des toutous patronaux : que l’État paye 30% des #salaires à la place du patronat. Avec ses aides et prêts l’État apporte déjà des #capitaux et il va payer les salaires ? Les capitalistes sont censés faire quoi mis à part encaisser les #dividendes ? A bas les parasites!,autre
8536,Des États-Unis au monde entier : à bas le #racisme et les #ViolencesPolicieres !  https://t.co/CnBtdMI6dW,autre
8537,"A #Minneapolis comme ailleurs, les États capitalistes reposent sur des hommes de main. Contre les divisions entre exploités il faut que le combat engagé contre le #racisme et les #ViolencesPolicieres s’amplifie et qu’il s’attaque à la racine du mal, au capitalisme lui-même.",autre
8538,"En France aussi la #Police tue comme le sait la famille d’ #AdamaTraore, qui se bat depuis des années pour faire la vérité sur son décès aux mains des gendarmes. La réalité, c’est que ici aussi la police est gangrénée par le racisme.  #RacismeDansLaPolice.",autre
8539,"En France aussi la #Police est tout à la fois traversée par le #racisme et #violente. Partout, la police et l’armée veillent à ce que les opprimés subissent l’oppression sans se révolter. Partout, elles défendent la propriété privée de l’économie et le sacro-saint profit.",autre
8540,"L’onde de choc créée par le meurtre raciste de #GeorgeFloyd continue de se propager au monde entier. Aux #USA la  colère s'exprime  contre ce sinistre écho de l’époque des lynchages et de la ségrégation, cette barbarie avec laquelle le capitalisme américain s’est construit.",
8541,L’étincelle d’un meurtre raciste fait exploser la colère sociale. #GeorgeFloyd #riotsusa https://t.co/P26Vk82hgZ,delete
8542,"Cette révolte résulte aussi de la dégradation brutale de la condition ouvrière américaine.  Le #coronavirus a exacerbé la guerre que la bourgeoisie fait aux prolétaires, jetés à la rue pour que les profits capitalistes soient préservés. Alors, aujourd’hui, tout le système craque.",
8543,Les #révoltes qui secouent tous les #ÉtatsUnis sont porteuses d'espoirs pour tous les travailleurs de la planète. #Racisme et oppression des #Noirs prennent leur source dans le maintien du système  capitaliste. Un système qu'il faudra détruire et renverser. #GeorgeFloyd,international
8544,"#justicePourFloyd #justicePourAdama : des milliers de manifestants hier en France ont crié leur révolte contre les violences policières et les États complices. Un combat légitime, à poursuivre, contre l'oppression raciste et la société d'exploitation qui la produit !",justice
8545,"Pour fliquer leurs salariés en #teletravail, beaucoup d’entreprises ont fait installer le logiciel #hubstaff pour contrôler les faits et gestes de leurs employés. Le #teletravail a tout de la liberté surveillée, tout de la bonne vieille exploitation à domicile !",
8546,#Airfrance prête à verser un #bonus de 700 000 € à son pdg. Eh bien c’est que là compagnie n’a pas de problème ! Alors non aux suppressions d’emplois !,
8547,"Travailleuses, travailleurs : un pour tous, tous pour un ! Répartition du travail entre tous sans aucune réduction de salaire !  https://t.co/XHGhtP08YP",emploi
8548,"La répartition du travail sans diminution de salaire est un objectif, dans lequel tous les travailleurs peuvent se reconnaître et derrière lequel ils peuvent se souder. Ensemble, unis dans le combat, les travailleurs représentent une force considérable pour l’imposer.",
