,id,data,label,data_clean
8457,8458,Jouer aux conseillers du patronat comme le font les politiciens de droite et de gauche (#PCF #LFI...) ou des dirigeants #syndicaux est une tromperie. Dans cette société c'est la dictature du patronat. Les travailleurs devront arracher le pouvoir à la bourgeoisie.,emploi,jouer conseiller patronat faire politicien droite gauche pcf lfi dirigeant syndical tromperie societe dictature patronat travailleur devoir arracher pouvoir bourgeoisie
8459,8460,"Agitation nauséabonde Droite - LREM sur le #Voile pour masquer les conséquences de la crise que l'on fait payer aux travailleurs. #Covid, #Sante #education, c'est l'incurie totale du gvt uniquement préoccupé par la sauvegarde des profits capitalistes . https://t.co/WeEC6jXOr4",emploi,agitation nauseabond droite lrem voiler masquer consequence crise payer travailleur covid sante education incurie total gvt uniquement preoccupe sauvegarder profit capitaliste
8460,8461,"Non à l'expulsion de #mehmetyalcın militant #Kurde opposé au pouvoir d'Erdogan ! Macron montre les muscles face à la Turquie en Méditerranée pour défendre les intérêts gaziers de Total, et des marchands de morts mais il est prêt à livrer un opposant à la répression dictatoriale.",international,non expulsion mehmetyalcin militer kurde oppose pouvoir erdogan montrer muscler face turquie mediterrane defendre interet gazier total marchand mourir pret livrer opposer repression dictatorial
8462,8463,#Bridgestone veut fermer son usine de Bethune. « Un assassinat ! » a dénoncé #XavierBertrand. Vrai ! Mais pourquoi promet-il encore de l’argent à l’assassin ? Non aux licenciements ! Dans cette période de crise les profits présents et passés doivent assurer emplois et salaires !,emploi,bridgestone vouloir fermer usiner bethune assassinat denoncer xavierbertrand vrai promettre argent assassin non licenciement periode crise profit present passe devoir assurer emploi salaire
8465,8466,"L'incendie survenu dans le camp de réfugiés de #Moria sur l'île de #Lesbos : conséquence de la politique criminelle des dirigeants des grandes puissances impérialistes de l'UE, leur politique ce sont les barbelés et les camps. Liberté de circulation et d'installation pour tous !",securite,incendier survenir camp refugie moria ile lesbos consequence politique criminel dirigeant grand puissance imperialiste ue politique barbele camp liberte circulation installation
8466,8467,"L’argent #public devrait servir à ce qui est utile à la société. 100 milliards d’euros ce sont 2,7 millions d’emplois payés 1800 €. De quoi embaucher :  #santé,  #éducation, #transports, #travauxpublics. Mais pour réaliser tout cela les travailleurs devront s'emparer du pouvoir",pouvoir_achat,argent public devoir servir utile societe milliard euro million emploi paye embaucher sante education transport travauxpublics realiser travailleur devoir emparer pouvoir
8468,8469,Bruno Le Maire pointe l'#épargne comme si on pouvait comparer les économies des travailleurs avec l'argent accumulé par les plus riches pendant la crise. C'est une escroquerie ! https://t.co/vGfAr3UWgE,emploi,bruno maire pointer epargner pouvoir comparer economie travailleur argent accumuler riche pendre crise escroquerie
8469,8470,"« Liberté égalité fraternité »... dans une société de classe, pourrie par les inégalités et les discriminations ? Impossible ! #Republique https://t.co/Fi8X1X1Tuk",democratie,liberte egalite fraternite societe classer pourrir inegalite discrimination impossible republique
8471,8472,"Masqués mais pas muselés ! Contre le #PlanDeRelance des profits patronaux, défendre un plan de lutte des travailleurs !  https://t.co/7pv4v0QO1O",emploi,masque museler contrer planderelance profit patronal defendre plan lutter travailleur
8472,8473,"Les capitalistes détruisent les #emplois par dizaines de milliers, amputent les salaires et aggravent les conditions d'existence mais Macron vole au secours de leurs profits avec un #PlanDeRelance de 100 milliards qui viendra engraisser cette grande bourgeoisie.",emploi,capitaliste detruire emploi dizaine millier amputer salaire aggraver condition existence voler secours profit planderelance milliard venir entrer grand bourgeoisie
8474,8475,"#rentrée : défendre nos intérêts. Les travailleurs doivent discuter, s’organiser et se doter de leur propre plan d’action avec l'objectif d'imposer la répartition du travail entre tous et de faire payer la #Crise au grand capital ! https://t.co/Ztdgzx5nmu",emploi,rentree defendre interet travailleur devoir discuter organiser doter propre plan action objectif imposer repartition travail entrer faire payer crise grand capital
8478,8479,"Le capitalisme c'est le #chômage, la misère et c'est la #guerre en #Afrique, au #ProcheOrient... comme ici les travailleurs devront arracher son pouvoir à la bourgeoisie et prendre les commandes de toute la société.",emploi,capitalisme chomage misere guerre afrique procheorient ici travailleur devoir arracher pouvoir bourgeoisie prendre commander societe
8483,8484,Face à la #crise qui menace toute la société : les travailleurs devront exproprier les capitalistes. Les travailleurs devront réorganiser toute la société en fonction des besoins réels. #communisme,emploi,face crise menacer societe travailleur devoir exproprier capitaliste travailleur devoir reorganiser societe fonction besoin reel communisme
8484,8485,"La course au #vaccin anti- #Covid_19 est lancée mais c'est une course au profit entre trusts pharmaceutiques, une guerre entre capitalistes.",sante,courser vaccin anti covid_ lancee courser profit entrer trust pharmaceutique guerre entrer capitaliste
8486,8487,"Hommage à #GiseleHalimi. De la défense de Djamila Boupacha militante FLN violée et torturée par l’armée française jusqu’au combat pour le droit à l’avortement : une femme de courage et de convictions, une femme libre et une militante de la cause des femmes et des opprimés.",culture,hommage giselehalimi defense djamila boupacha militant fln violer torture armee francais combattre droit avortement femme courage conviction femme libre militant causer femme opprime
8487,8488,"31 500 chômeurs de plus, un chiffre officiel du #chômage de  6,157 millions... Un record révoltant et la saignée va continuer ! Faire payer les licencieurs les #Renault, #Airbus,#Sanofi... Faire payer la bourgeoisie et imposer la répartition du travail entre tous ...",emploi,chomeur chiffrer officiel chomage million record revolter saignee continuer faire payer licencieurs renault airbus sanofi faire payer bourgeoisie imposer repartition travail entrer
8489,8490,"La sauvagerie existe bien : c’est celle du capitalisme, d’un système économique incapable d’assurer un emploi et un salaire dignes à des millions de travailleurs. L'ampleur de la #crise, du #chômage est historique, il faudra y répondre par une lutte massive du monde du travail",emploi,sauvagerie exister bien capitalisme systeme economique incapable assurer emploi salaire digne million travailleur ampleur crise chomage historique falloir repondre lutter massif monde travail
8490,8491,"Liberté de circulation et d'installation pour tous les #migrants ! A #Calais le gvt Macron ne recule devant aucune bassesse, aucune inhumanité contre les migrants : jusqu'à les priver d'accès à l'eau et à la nourriture. Macron fait encore du #LePen  https://t.co/qkgxd9Uk4z",immigration,liberte circulation installation migrant caler gvt reculer devoir aucune bassesse aucune inhumanite contrer migrant priver acces eau nourriture lepen
8492,8493,Soutien à Anthony Smith inspecteur du travail sanctionné pour avoir tenté de protéger les aides à domicile au pic de l’épidémie ! Honte à ce ministère  du travail main dans la main avec le patronat ! Les profits après la santé ! Non aux sanctions contre Anthony ! https://t.co/x9oZT8vYRn,culture,soutien anthony smith inspecteur travail sanctionner proteger aider domicile pic epidemie honte ministere travail main main patronat profit sante non sanction contrer anthony
8493,8494,"#Europe ce n’est pas le #PlanDeRelance qui est historique, c’est la crise économique ! Elle a forcé les marchands de tapis à se mettre d’accord. Résultat : les grands groupes capitalistes européens seront arrosés de milliards d’argent public qui grossiront leurs profits.",pouvoir_achat,europe planderelance historique crise economique force marchand tapis mettre accord resultat grand groupe capitaliste europeen arrose milliard argent public grossir profit
8495,8496,Le #PlanDeRelance  de Macron c'est 100 milliards d'argent magique offert aux capitalistes et une série de mauvais coups pour le monde du travail. La défense des travailleurs ne passera pas par des négociations sur le tapis vert mais par un plan de lutte.  https://t.co/m4FT207noK,emploi,planderelance milliard argent magique offrir capitaliste serie mauvais coup monde travail defense travailleur passer negociation tapis vert plan lutter
8496,8497,"#masqueobligatoire aujourd’hui dans les lieux publics fermés. Eh bien il faut rendre obligatoire la #gratuité ! La santé pour tous, riches comme pauvres !",sante,masqueobligatoire lieu public ferme bien falloir obligatoire gratuite sante riche pauvre
8498,8499,"#Takuba, énième force d’intervention militaire de la France au #Sahel : en pyromane, l'armée française ne fait que défendre le droit de ses capitalistes à poursuivre le pillage du continent soutenant les dictateurs sanguinaires comme #IBK. Impérialisme français hors d'#Afrique !",international,takuba enieme forcer intervention militaire france sahel pyromane armee francais defendre droit capitaliste poursuivre pillage continent soutenir dictateur sanguinaire ibk imperialisme francais afrique
8501,8502,"#14Juillet2020,  manifester c'est la #santé : les travailleurs ont toutes les raisons de ne pas se satisfaire des mesurettes du #Ségur, 90€ en septembre, puis 93 € en mars, ça ne fait pas le compte. Alors pour les 300€ pour tous et des moyens pour l'hôpital la lutte continue.",emploi,juillet manifester sante travailleur raison satisfaire mesurettes segur septembre mars compter moyen hopital lutter continuer
8502,8503,"Face à la crise, le gvt sort un nouveau plan de #relance, encore de l'argent public mis à disposition du grand patronat. Commençons par empêcher les suppressions de postes annoncées par des entreprises riches à milliards ! Et pour cela, il faudra la mobilisation des travailleurs. https://t.co/GKbTg0xvIE",aide_sociale,face crise gvt sortir plan relancer argent public mis disposition grand patronat commencer empecher suppression poster annoncer entreprise riche milliard falloir mobilisation travailleur
